species,conservation_status,growth_rate,dispersal_ability,biomass,sensitivity_disturbance,interation_pollinator
Abies_alba,1,0.015,0.5,1,0.2,0.00189916
Acer_campestre,1,0.015,0.5,0.744548155,0.2,0.039876398
Acer_opalus,1,0.015,0.5,0.744548155,0.2,0.013077704
Acer_platanoides,1,0.015,0.5,0.873690278,0.2,0.014319242
Acer_pseudoplatanus,1,0.015,0.5,0.935022039,0.2,0.024292911
Aceras_anthropophorum,2,0.08,0.666666667,0.009105105,0.4,0.042002576
Achillea_atrata,1,0.06,0.01,0.001765199,0.2,0.004728283
Achillea_macrophylla,1,0.06,0.166666667,0.035335246,0.2,0.004702731
Achillea_millefolium,1,0.08,0.833333333,0.024437882,0.2,0.097469978
Achillea_millefolium_millefolium,1,0.08,0.833333333,0.024437882,0.2,0.015131054
Achillea_nana,1,0.06,0.01,0.001264931,0.2,0.004746982
Achillea_nobilis,2,0.06,0.166666667,0.01642195,0.4,0.004702731
Achillea_ptarmica,3,0.06,0.166666667,0.05126911,0.6,0.005720586
Achillea_roseoalba,1,0.06,0.833333333,0.017170589,0.2,0.004702731
Achillea_setacea,1,0.06,1,0.011559675,0.2,0.004702731
Achillea_tomentosa,2,0.06,0.01,0.007973837,0.4,0.004702731
Achnatherum_calamagrostis,1,0.06,0.333333333,0.040180318,0.2,0
Acinos_alpinus,1,0.08,0.833333333,0.001331281,0.2,0.107961903
Acinos_arvensis,1,0.08,1,0.012211624,0.2,0.009133682
Aconitum_lycoctonum,1,0.06,0.01,0.073282129,0.2,0.075340735
Aconitum_lycoctonum_neapolitanum,1,0.06,0.01,0.073282129,0.2,0.072497101
Aconitum_napellus,1,0.06,0.01,0.054367727,0.2,0.056847769
Aconitum_napellus_lusitanicum,1,0.06,0.01,0.054367727,0.2,0.072497101
Aconitum_variegatum,1,0.06,0.01,0.094307331,0.2,0.085302798
Aconitum_variegatum_paniculatum,1,0.06,0.01,0.094307331,0.2,0.072497101
Actaea_spicata,1,0.06,0.833333333,0.018705313,0.2,0.005747126
Adenostyles_alliariae,1,0.06,0.666666667,0.073282129,0.2,0.002348559
Adenostyles_alpina,1,0.06,0.666666667,0.048197645,0.2,0.001512717
Adenostyles_leucophylla,1,0.06,0.01,0.009105105,0.2,0.001519907
Adonis_aestivalis,3,0.23,1,0.012211624,0.6,0.028678951
Adonis_flammea,4,0.23,0.166666667,0.009105105,0.8,0.028678951
Adonis_vernalis,3,0.06,0.01,0.006403288,0.6,0.028678951
Adoxa_moschatellina,1,0.08,0.833333333,0.001045317,0.2,0.067110387
Aegopodium_podagraria,1,0.08,1,0.047180742,0.2,0.050799706
Aethusa_cynapioides,2,0.08,0.166666667,0.032504675,0.4,0.001771447
Aethusa_cynapium,1,0.08,1,0.054367727,0.2,0.007060171
Agrimonia_eupatoria,1,0.06,0.833333333,0.038224666,0.2,0.002943024
Agrimonia_procera,3,0.06,0.833333333,0.06799774,0.6,0.001921671
Agrostemma_githago,4,0.23,0.833333333,0.035335246,0.8,0.003445977
Agrostis_alpina,1,0.06,0.333333333,0.002665945,0.2,0.018489756
Agrostis_canina,2,0.06,0.833333333,0.017931812,0.4,0.018489756
Agrostis_capillaris,1,0.06,0.833333333,0.01642195,0.2,0.018489756
Agrostis_gigantea,1,0.06,0.833333333,0.062727773,0.2,0.018489756
Agrostis_rupestris,1,0.06,0.333333333,0.001045317,0.2,0.018489756
Agrostis_schleicheri,1,0.06,0.333333333,0.005443613,0.2,0.018489756
Agrostis_schraderiana,1,0.06,0.333333333,0.009105105,0.2,0.018489756
Agrostis_stolonifera,1,0.06,0.833333333,0.031575435,0.2,0.018489756
Aira_caryophyllea,3,0.23,0.833333333,0.003364672,0.6,0.072145923
Ajuga_chamaepitys,3,0.08,1,0.002345869,0.6,0.018508421
Ajuga_genevensis,1,0.06,1,0.004990749,0.2,0.019421592
Ajuga_pyramidalis,1,0.06,0.333333333,0.002665945,0.2,0.018508421
Ajuga_reptans,1,0.06,0.333333333,0.003364672,0.2,0.042096964
Alchemilla_alpigena,1,0.08,0.01,0.001045317,0.2,0.000937031
Alchemilla_alpina,1,0.08,0.833333333,0.001264931,0.2,0.104494438
Alchemilla_conjuncta,1,0.08,0.333333333,0.00300561,0,0.000937031
Alchemilla_coriacea,1,0.06,0.333333333,0.002045563,0.2,0.000937031
Alchemilla_fissa,1,0.06,0.333333333,0.002045563,0.2,0.00099141
Alchemilla_monticola,1,0.06,0.01,0.006403288,0,0.000937031
Alchemilla_nitida,1,0.08,0.01,0.001045317,0.2,0.000993477
Alchemilla_pentaphyllea,1,0.08,0.833333333,0.000510062,0.2,0.000993477
Alchemilla_xanthochlora,1,0.06,0.666666667,0.009695175,0.2,0.000993477
Alisma_gramineum,4,0.08,0.166666667,0.010301155,0.8,0.25
Alisma_lanceolatum,4,0.08,0.833333333,0.020287917,0.8,0.25
Alliaria_petiolata,1,0.06,1,0.026168938,0.2,0.037055077
Allium_angulosum,3,0.08,0.166666667,0.0128783,0.6,0.012103662
Allium_carinatum,2,0.08,0.166666667,0.010922753,0.4,0.012280117
Allium_carinatum_carinatum,2,0.08,0.166666667,0.010922753,0.4,0.018975001
Allium_lineare,3,0.08,0.01,0.010922753,0.6,0.012280117
Allium_lusitanicum,1,0.08,0.166666667,0.011559675,0.2,0.051329557
Allium_oleraceum,1,0.08,1,0.022746245,0.2,0.012280117
Allium_schoenoprasum,1,0.08,0.166666667,0.010922753,0.2,0.008646078
Allium_scorodoprasum,2,0.08,1,0.035335246,0.4,0.012005043
Allium_sphaerocephalon,1,0.08,0.166666667,0.028834322,0.2,0.018462643
Allium_ursinum,1,0.08,0.333333333,0.009695175,0.2,0.044777443
Allium_victorialis,1,0.08,0.166666667,0.021915951,0.2,0.012280117
Allium_vineale,1,0.08,0.166666667,0.024437882,0.2,0.012280117
Alnus_glutinosa,1,0.015,0.5,0.823585307,0.2,0.40103271
Alnus_incana,1,0.015,0.5,0.744548155,0.2,0.33419319
Alnus_viridis,1,0.015,0.5,0.234951749,0.2,0.001721183
Alopecurus_aequalis,3,0.08,0.833333333,0.006403288,0.6,0.019302525
Alopecurus_geniculatus,3,0.08,0.833333333,0.009695175,0.6,0.019302525
Alopecurus_myosuroides,1,0.23,0.833333333,0.014254622,0.2,0.019302525
Alopecurus_pratensis,1,0.06,0.333333333,0.033441232,0.2,0.019302525
Alyssoides_utriculata,2,0.08,0.166666667,0.007943203,0.4,0.001579786
Alyssum_alyssoides,1,0.23,0.01,0.002045563,0.2,0.001668355
Alyssum_montanum,2,0.015,0.01,0.002045563,0.4,0.001753065
Amaranthus_blitum,1,0.23,1,0.023586988,0.2,0.004996023
Amelanchier_ovalis,1,0.015,0.833333333,0.19805829,0.2,0.000937031
Anacamptis_pyramidalis,2,0.08,0.666666667,0.013559401,0.4,0.09917324
Anacamptis_pyramidalis_pyramidalis,2,0.08,0.666666667,0.013559401,0.4,0.09917324
Anagallis_arvensis,1,0.23,0.5,0.003364672,0.2,0.010760036
Anagallis_foemina,3,0.23,1,0.002345869,0.6,0.001715266
Anagallis_minima,5,0.23,0.01,0.000257237,1,0.001715266
Anchusa_arvensis,2,0.23,0.333333333,0.010922753,0.4,0.005999556
Anchusa_officinalis,2,0.06,0.333333333,0.027937071,0.4,0.011963786
Andromeda_polifolia,2,0.015,0.01,0.005505205,0.4,0.513888889
Androsace_alpina,1,0.08,0.01,6.31E-06,0.2,0.038411836
Androsace_chamaejasme,1,0.06,0.01,5.76E-05,0.2,0.06069464
Androsace_helvetica,1,0.08,0.01,2.65E-05,0.2,0.038411836
Androsace_lactea,2,0.06,0.01,0.000226289,0.4,0.038411836
Androsace_obtusifolia,1,0.06,0.833333333,0.000257237,0.2,0.038411836
Androsace_puberula,1,0.06,0.01,0.000162272,0.2,0.038411836
Androsace_pubescens,2,0.08,0.01,8.84E-05,0.4,0.038411836
Androsace_septentrionalis,4,0.23,0.01,0.001504938,0.8,0.016129032
Androsace_vandellii,1,0.08,0.01,8.84E-05,0.2,0.038411836
Androsace_vitaliana,1,0.08,0.01,0.000846225,0,0.038411836
Anemone_baldensis,1,0.06,0.01,0.002045563,0.2,0.017272208
Anemone_narcissiflora,1,0.06,0.333333333,0.00300561,0.2,0.017272208
Anemone_nemorosa,1,0.08,0.333333333,0.00300561,0.2,0.017272208
Anemone_ranunculoides,1,0.08,0.333333333,0.00300561,0.2,0.017272208
Angelica_sylvestris,1,0.08,0.333333333,0.083839128,0.2,0.079264345
Antennaria_carpatica,1,0.06,0.333333333,0.001765199,0.2,0.001575927
Antennaria_dioica,1,0.08,0.666666667,0.001765199,0.2,0.009553517
Anthemis_arvensis,3,0.23,0.5,0.010301155,0.6,0.003307127
Anthemis_tinctoria,1,0.08,1,0.010922753,0.2,0.001512717
Anthericum_liliago,1,0.06,0.166666667,0.017931812,0.2,0.007212381
Anthericum_ramosum,1,0.06,0.01,0.02529863,0.2,0.007212381
Anthoxanthum_alpinum,1,0.06,0.333333333,0.007433201,0.2,0.028571429
Anthoxanthum_odoratum,1,0.06,1,0.0128783,0.2,0.028571429
Anthriscus_caucalis,3,0.23,0.833333333,0.019490783,0.6,0.027165453
Anthriscus_cerefolium,3,0.23,0.166666667,0.01642195,0.6,0.001771447
Anthriscus_nitida,1,0.06,0.166666667,0.019490783,0.2,0.001771447
Anthriscus_sylvestris,1,0.06,0.833333333,0.065887153,0.2,0.154179323
Anthyllis_vulneraria,1,0.06,0.833333333,0.006403288,0.2,0.010010568
Anthyllis_vulneraria_alpestris,1,0.06,0.666666667,0.002345869,0.2,0.010010568
Apera_interrupta,4,0.23,0.833333333,0.005443613,0.8,0.072145923
Aphanes_arvensis,1,0.23,0.833333333,0.001765199,0.2,0.009246938
Aphanes_australis,2,0.23,0.833333333,0.000667772,0.4,0.000937031
Aposeris_foetida,1,0.06,0.333333333,0.00300561,0.2,0.001539418
Aquilegia_alpina,2,0.06,0.166666667,0.020287917,0.4,0.002287716
Aquilegia_atrata,1,0.06,0.01,0.017931812,0.2,0.002287716
Aquilegia_vulgaris,1,0.06,0.01,0.02529863,0.2,0.002287716
Arabidopsis_thaliana,1,0.23,1,0.004556192,0.2,0.001734727
Arabis_alpina,1,0.08,0.01,0.004556192,0.2,0.009919086
Arabis_alpina_alpina,1,0.08,0.01,0.005443613,0.2,0.002283734
Arabis_alpina_caucasica,1,0.08,0.01,0.005443613,0.2,0.002283734
Arabis_auriculata,2,0.23,1,0.004556192,0.4,0.001507017
Arabis_bellidifolia,1,0.06,1,0.015686204,0.2,0.001507017
Arabis_bellidifolia_stellulata,1,0.06,1,0.015686204,0.2,0.002283734
Arabis_caerulea,1,0.06,0.01,0.000510062,0.2,0.001516856
Arabis_ciliata,1,0.06,0.01,0.002665945,0.2,0.001507017
Arabis_collina,3,0.23,0.01,0.004140178,0.6,0.001507017
Arabis_hirsuta,1,0.06,0.01,0.021915951,0.2,0.002358586
Arabis_nova,2,0.23,0.166666667,0.008531231,0.4,0.001507017
Arabis_sagittata,3,0.06,0.166666667,0.021915951,0.6,0.001507017
Arabis_serpillifolia,2,0.08,0.01,0.005914542,0.4,0.001507017
Arabis_subcoriacea,1,0.06,0.01,0.015686204,0.2,0.001554146
Arabis_turrita,1,0.06,0.01,0.010922753,0.2,0.001507017
Arctium_lappa,1,0.08,0.833333333,0.114734121,0.2,0.004028879
Arctium_minus,1,0.08,0.833333333,0.07011061,0.2,0.018001114
Arctium_minus_minus,1,0.08,0.833333333,0.07011061,0.2,0.006448833
Arctium_nemorosum,1,0.08,0.833333333,0.124616582,0.2,0.001534715
Arctium_tomentosum,2,0.08,0.833333333,0.073282129,0.4,0.002230624
Arctostaphylos_alpina,1,0.015,0.833333333,0.000521833,0.2,0.027777778
Arenaria_biflora,1,0.08,0.5,0.001504938,0.2,0.002109705
Arenaria_ciliata,1,0.08,0.01,0.00037319,0,0.002109705
Arenaria_ciliata_bernensis,2,0.08,0.01,0.00037319,0.4,0.002109705
Arenaria_grandiflora,3,0.08,0.01,0.001045317,0.6,0.002109705
Arenaria_leptoclados,1,0.23,0.01,0.001765199,0.2,0.002109705
Arenaria_serpyllifolia,1,0.23,1,0.003364672,0.2,0.002109705
Aristolochia_clematitis,4,0.08,0.166666667,0.021096407,0.8,0
Armoracia_rusticana,1,0.08,0.166666667,0.053332143,0.2,0.001591765
Arnica_montana,1,0.06,0.333333333,0.013559401,0.2,0.026323126
Arrhenatherum_elatius,1,0.06,1,0.073282129,0.2,0.072145923
Artemisia_absinthium,1,0.08,0.166666667,0.056525551,0.2,0.001532621
Artemisia_campestris,1,0.08,0.166666667,0.040180318,0.2,0.001532621
Artemisia_genipi,1,0.08,0.01,0.001264931,0.2,0.001539898
Artemisia_glacialis,2,0.08,0.01,0.001264931,0.4,0.001539898
Artemisia_umbelliformis,1,0.08,0.01,0.001504938,0.2,0.001532621
Artemisia_vulgaris,1,0.08,0.5,0.104620913,0.2,0.001744743
Arum_italicum,2,0.08,0.833333333,0.023586988,0.4,0
Arum_maculatum,1,0.08,0.833333333,0.007433201,0.2,0
Aruncus_dioicus,1,0.06,0.01,0.094307331,0.2,0.010608246
Asarum_europaeum,1,0.08,0.333333333,0.000667772,0.2,0
Asparagus_officinalis,1,0.08,0.833333333,0.05853315,0.2,0.086773704
Asparagus_tenuifolius,3,0.08,0.833333333,0.035335246,0.6,0.080159915
Asperugo_procumbens,2,0.23,0.833333333,0.014963659,0.4,0.031028156
Asperula_aristata,2,0.06,0.01,0.008531231,0.4,0.026403797
Asperula_cynanchica,1,0.06,0.833333333,0.008531231,0.2,0.026403797
Asperula_purpurea,2,0.08,0.833333333,0.010922753,0.4,0.026403797
Asperula_taurina,1,0.08,0.166666667,0.01642195,0.2,0.026403797
Asperula_tinctoria,4,0.06,0.166666667,0.018705313,0.8,0.026403797
Asphodelus_albus,3,0.06,0.166666667,0.047180742,0.6,0
Aster_alpinus,1,0.06,0.333333333,0.001504938,0.2,0.005427251
Aster_amellus,2,0.06,0.666666667,0.014254622,0.4,0.005084425
Aster_bellidiastrum,1,0.06,0.333333333,0.009105105,0.2,0.013343373
Aster_linosyris,2,0.06,0.333333333,0.009105105,0.4,0.00532414
Astragalus_alpinus,1,0.06,0.166666667,0.002045563,0.2,0.025659723
Astragalus_australis,1,0.06,0.01,0.003364672,0.2,0.005197304
Astragalus_cicer,2,0.06,1,0.023586988,0.4,0.008764166
Astragalus_depressus,2,0.06,0.01,0.000510062,0.4,0.005197304
Astragalus_exscapus,2,0.06,0.01,0.001765199,0.4,0.005197304
Astragalus_frigidus,1,0.08,0.166666667,0.005914542,0.2,0.005197304
Astragalus_glycyphyllos,1,0.06,1,0.038224666,0.2,0.004918516
Astragalus_leontinus,1,0.06,0.01,0.003364672,0.2,0.005197304
Astragalus_monspessulanus,1,0.06,0.01,0.002665945,0.2,0.005023999
Astragalus_onobrychis,1,0.06,0.01,0.012211624,0.2,0.005700525
Astragalus_penduliflorus,1,0.06,0.166666667,0.018705313,0.2,0.005197304
Astragalus_sempervirens,2,0.015,0.01,0.002345869,0.4,0.005197304
Astrantia_major,1,0.06,0.833333333,0.027048514,0.2,0.001803079
Astrantia_minor,1,0.06,0.833333333,0.009105105,0.2,0.001803079
Athamanta_cretensis,1,0.06,0.01,0.00300561,0.2,0.001925318
Atriplex_patula,1,0.23,1,0.037255408,0.2,0.004900551
Atriplex_prostrata,2,0.23,1,0.030653781,0.4,0.00407256
Avena_fatua,1,0.23,0.833333333,0.047180742,0.2,0.072145923
Avenella_flexuosa,1,0.06,0.333333333,0.011559675,0.2,0.072145923
Baldellia_ranunculoides,5,0.08,0.01,0.004556192,1,0.25
Ballota_nigra,2,0.08,0.5,0.033441232,0.4,0.012746743
Ballota_nigra_meridionalis,2,0.08,0.5,0.033441232,0.4,0.012746743
Barbarea_intermedia,1,0.08,0.166666667,0.01642195,0.2,0.001920187
Barbarea_vulgaris,1,0.08,0.166666667,0.023586988,0.2,0.035504801
Bartsia_alpina,1,0.08,0.01,0.001765199,0.2,0.02079532
Bellis_perennis,1,0.06,0.833333333,0.000846225,0.2,0.034211919
Berberis_vulgaris,1,0.015,1,0.217069459,0.2,0.010816974
Berula_erecta,1,0.08,0.333333333,0.038224666,0.2,0.001803079
Betula_nana,3,0.015,0.833333333,0.027500979,0.6,0.120132853
Betula_pendula,1,0.015,0.5,0.843842462,0.2,0.101002532
Betula_pubescens,1,0.015,0.5,0.683277081,0.2,0.106536701
Bidens_cernua,3,0.23,0.833333333,0.019490783,0.6,0.002266821
Bidens_tripartita,2,0.23,0.833333333,0.027048514,0.4,0.002197178
Bidens_tripartita_tripartita,2,0.23,0.833333333,0.027048514,0.4,0.002232
Biscutella_laevigata,1,0.06,0.333333333,0.006909595,0.2,0.011868158
Biscutella_laevigata_laevigata,1,0.06,0.333333333,0.006909595,0.2,0.011868158
Blackstonia_acuminata,4,0.23,0.666666667,0.004556192,0.8,0.020869191
Blackstonia_perfoliata,3,0.23,0.666666667,0.004556192,0.6,0.020869191
Blitum_virgatum,2,0.06,0.833333333,0.021096407,0.4,0
Blysmus_compressus,1,0.08,0.833333333,0.006403288,0.2,0.004722622
Bothriochloa_ischaemum,2,0.06,0.833333333,0.01642195,0.4,0.072145923
Brachypodium_pinnatum,1,0.08,0.166666667,0.038224666,0,0.072145923
Brachypodium_rupestre,1,0.08,0.833333333,0.035335246,0.2,0.072145923
Brachypodium_sylvaticum,1,0.06,0.833333333,0.048197645,0.2,0.072145923
Briza_media,1,0.06,0.333333333,0.013559401,0.2,0.072145923
Bromus_arvensis,3,0.23,0.833333333,0.027937071,0.6,0.072145923
Bromus_benekenii,1,0.06,0.333333333,0.070639071,0.2,0.072145923
Bromus_commutatus,3,0.23,0.333333333,0.027048514,0.6,0.072145923
Bromus_erectus,1,0.06,0.833333333,0.070639071,0.2,0.072145923
Bromus_hordeaceus,1,0.23,1,0.010922753,0.2,0.072145923
Bromus_hordeaceus_hordeaceus,1,0.23,1,0.010922753,0.2,0.072145923
Bromus_japonicus,3,0.23,0.833333333,0.017931812,0.6,0.072145923
Bromus_racemosus,4,0.23,0.333333333,0.028834322,0.8,0.072145923
Bromus_ramosus,4,0.06,0.333333333,0.070639071,0.8,0.072145923
Bromus_secalinus,3,0.23,0.333333333,0.040180318,0.6,0.072145923
Bromus_squarrosus,1,0.23,0.833333333,0.014254622,0.2,0.072145923
Bromus_sterilis,1,0.23,0.833333333,0.070639071,0.2,0.072145923
Bromus_tectorum,1,0.23,1,0.070639071,0.2,0.072145923
Bryonia_dioica,1,0.06,0.833333333,0.202052422,0.2,0.022782004
Buglossoides_arvensis,2,0.23,0.01,0.007973837,0.4,0.031028156
Buglossoides_arvensis_arvensis,1,0.23,0.01,0.007973837,0,0.031028156
Buglossoides_purpurocaerulea,2,0.08,0.166666667,0.010922753,0.4,0.031028156
Bulbocodium_vernum,2,0.08,0.01,0.005214907,0.4,0
Bunium_bulbocastanum,2,0.08,0.833333333,0.020287917,0.4,0.001771447
Buphthalmum_salicifolium,1,0.06,0.166666667,0.017931812,0.2,0.04006391
Bupleurum_falcatum,1,0.06,0.166666667,0.040180318,0.2,0.001820616
Bupleurum_falcatum_falcatum,1,0.06,0.166666667,0.040180318,0.2,0.001781281
Bupleurum_longifolium,3,0.08,0.833333333,0.035335246,0.6,0.001771447
Bupleurum_ranunculoides,1,0.06,0.5,0.014963659,0.2,0.001771447
Bupleurum_ranunculoides_caricinum,1,0.06,0.5,0.014963659,0.2,0.001781281
Bupleurum_rotundifolium,4,0.23,1,0.015686204,0.8,0.001771447
Bupleurum_stellatum,1,0.06,0.166666667,0.009105105,0.2,0.001771447
Butomus_umbellatus,3,0.08,0.166666667,0.064833028,0.6,0.009592716
Buxus_sempervirens,2,0.015,0.333333333,0.289900544,0.4,0.114948715
Calamagrostis_arundinacea,1,0.06,0.166666667,0.05853315,0.2,0.003448276
Calamagrostis_canescens,3,0.06,0.666666667,0.072224811,0.6,0.003448276
Calamagrostis_epigejos,1,0.08,0.666666667,0.083839128,0.2,0.003448276
Calamagrostis_pseudophragmites,3,0.06,0.666666667,0.073282129,0.6,0.003448276
Calamagrostis_varia,1,0.06,0.5,0.055405788,0.2,0.003448276
Calamagrostis_villosa,1,0.06,0.5,0.048197645,0.2,0.003448276
Calamintha_ascendens,3,0.08,0.833333333,0.012211624,0.6,0.009133682
Calamintha_grandiflora,1,0.08,0.833333333,0.010922753,0.2,0.009133682
Calamintha_menthifolia,1,0.08,0.833333333,0.012211624,0.2,0.009133682
Calamintha_nepeta,2,0.08,1,0.012211624,0.4,0.009133682
Calendula_arvensis,3,0.23,0.833333333,0.003742932,0.6,0.021960576
Calepina_irregularis,2,0.23,1,0.009695175,0.4,0.001507017
Callianthemum_coriandrifolium,3,0.06,0.01,0.001264931,0.6,0.028678951
Callitriche_cophocarpa,3,0.05,0.833333333,0.014963659,0.6,0.0261371
Callitriche_palustris,1,0.05,0.833333333,0.011559675,0.2,0.0261371
Callitriche_platycarpa,3,0.05,0.833333333,0.021096407,0.6,0.0261371
Callitriche_stagnalis,2,0.05,0.833333333,0.009695175,0.4,0.0261371
Calluna_vulgaris,1,0.015,0.833333333,0.604638343,0.2,0.113378578
Caltha_palustris,1,0.06,0.01,0.014963659,0.2,0.071227019
Calystegia_sepium,1,0.08,1,0.143622624,0.2,0.032299355
Camelina_microcarpa,3,0.23,0.166666667,0.014963659,0.6,0.001507017
Campanula_barbata,1,0.06,0.01,0.004556192,0.2,0.01749833
Campanula_bononiensis,3,0.06,0.166666667,0.027937071,0.6,0.01749833
Campanula_cenisia,1,0.08,0.01,0.00037319,0.2,0.01749833
Campanula_cervicaria,4,0.06,0.166666667,0.02529863,0.8,0.01749833
Campanula_cochleariifolia,1,0.06,0.01,0.000667772,0.2,0.034093055
Campanula_excisa,1,0.06,0.01,0.000846225,0.2,0.01749833
Campanula_glomerata,1,0.06,0.166666667,0.014963659,0.2,0.011688225
Campanula_glomerata_farinosa,1,0.06,0.166666667,0.014963659,0.2,0.022155214
Campanula_latifolia,2,0.06,0.166666667,0.083839128,0.4,0.011418327
Campanula_patula,1,0.08,0.166666667,0.015686204,0.2,0.01749833
Campanula_patula_costae,1,0.08,0.166666667,0.015686204,0.2,0.022155214
Campanula_persicifolia,1,0.06,0.166666667,0.036292185,0.2,0.014881984
Campanula_rapunculoides,1,0.08,1,0.039199716,0.2,0.01749833
Campanula_rapunculus,1,0.08,1,0.031575435,0.2,0.015554804
Campanula_rhomboidalis,1,0.06,0.01,0.010922753,0.2,0.01749833
Campanula_rotundifolia,1,0.06,0.833333333,0.006909595,0.2,0.019298954
Campanula_scheuchzeri,1,0.06,0.01,0.005443613,0.2,0.104523
Campanula_spicata,1,0.08,0.166666667,0.039199716,0.2,0.01749833
Campanula_thyrsoides,1,0.08,0.01,0.010922753,0.2,0.01749833
Campanula_trachelium,1,0.06,0.01,0.035335246,0.2,0.012352203
Capsella_rubella,1,0.23,0.833333333,0.006403288,0.2,0.001507017
Cardamine_alpina,1,0.06,0.01,0.007973837,0.2,0.002633658
Cardamine_amara,1,0.08,0.01,0.010301155,0.2,0.027098405
Cardamine_amara_amara,1,0.08,0.01,0.010301155,0.2,0.007818803
Cardamine_bulbifera,1,0.08,0.01,0.019490783,0.2,0.002867348
Cardamine_dentata,3,0.06,0.166666667,0.009695175,0.6,0.002645111
Cardamine_flexuosa,1,0.06,0.01,0.005443613,0,0.002645111
Cardamine_heptaphylla,1,0.08,0.01,0.017170589,0.2,0.002736895
Cardamine_hirsuta,1,0.23,0.833333333,0.002665945,0.2,0.022580895
Cardamine_impatiens,1,0.23,0.01,0.015686204,0.2,0.002633658
Cardamine_kitaibelii,1,0.08,0.166666667,0.021096407,0.2,0.002633658
Cardamine_nemorosa,1,0.08,0.01,0.009996194,0,0.002633658
Cardamine_pentaphyllos,1,0.08,0.01,0.011559675,0.2,0.002633658
Cardamine_pratensis,1,0.06,0.166666667,0.008531231,0.2,0.030453875
Cardamine_resedifolia,1,0.06,0.333333333,0.000510062,0.2,0.002633658
Cardamine_trifolia,3,0.08,0.01,0.004140178,0.6,0.002633658
Cardaminopsis_arenosa,1,0.06,0.166666667,0.006403288,0,0.001507017
Cardaminopsis_arenosa_arenosa,1,0.06,0.166666667,0.006403288,0,0.001507017
Cardaminopsis_halleri,1,0.08,0.166666667,0.006403288,0.2,0.001507017
Carduus_crispus,1,0.08,0.333333333,0.083839128,0.2,0.006123031
Carduus_defloratus,1,0.06,0.666666667,0.021096407,0.2,0.027637912
Carduus_nutans,1,0.08,0.833333333,0.045158511,0.2,0.02170237
Carduus_nutans_nutans,1,0.08,0.833333333,0.045158511,0.2,0.015190166
Carduus_personata,1,0.06,0.5,0.094307331,0.2,0.00529735
Carex_acuta,1,0.06,0.166666667,0.049218138,0.2,0.001851852
Carex_acutiformis,1,0.08,0.166666667,0.050242023,0.2,0.001851852
Carex_alba,1,0.06,0.166666667,0.003364672,0.2,0.001851852
Carex_appropinquata,2,0.06,0.166666667,0.027937071,0.4,0.001851852
Carex_atrata,1,0.06,0.666666667,0.008531231,0.2,0.001851852
Carex_atrata_aterrima,1,0.06,0.666666667,0.008531231,0.2,0.001851852
Carex_atrata_atrata,1,0.06,0.666666667,0.008531231,0.2,0.001851852
Carex_bicolor,2,0.06,0.01,0.001504938,0.4,0.001851852
Carex_brachystachys,1,0.06,0.01,0.007973837,0.2,0.001851852
Carex_brizoides,1,0.08,0.166666667,0.020287917,0.2,0.001851852
Carex_brunnescens,1,0.06,1,0.009695175,0.2,0.001851852
Carex_buxbaumii,3,0.06,0.166666667,0.022746245,0.6,0.001851852
Carex_canescens,1,0.06,0.166666667,0.012211624,0.2,0.001851852
Carex_capillaris,1,0.06,0.166666667,0.00300561,0.2,0.001851852
Carex_caryophyllea,1,0.06,0.833333333,0.004140178,0.2,0.001851852
Carex_chordorrhiza,4,0.08,0.01,0.002345869,0.8,0.001851852
Carex_curvula,1,0.06,0.01,0.003364672,0.2,0.001851852
Carex_curvula_curvula,1,0.06,0.01,0.003364672,0.2,0.001851852
Carex_davalliana,1,0.06,0.833333333,0.005914542,0.2,0.001851852
Carex_demissa,2,0.06,0.833333333,0.003364672,0.4,0.001851852
Carex_diandra,3,0.06,0.166666667,0.020287917,0.6,0.001851852
Carex_digitata,1,0.06,0.333333333,0.003364672,0.2,0.001851852
Carex_dioica,3,0.08,0.01,0.00300561,0.6,0.001851852
Carex_distans,2,0.06,0.166666667,0.017931812,0.4,0.001851852
Carex_disticha,2,0.08,0.166666667,0.02529863,0.4,0.001851852
Carex_divulsa,1,0.06,0.166666667,0.020287917,0.2,0.001851852
Carex_echinata,1,0.06,0.833333333,0.007973837,0.2,0.001851852
Carex_elata,1,0.06,0.5,0.05126911,0.2,0.001851852
Carex_elongata,2,0.06,0.166666667,0.021096407,0.4,0.001851852
Carex_ericetorum,2,0.06,0.333333333,0.003742932,0.4,0.001851852
Carex_ferruginea,1,0.06,0.333333333,0.01642195,0.2,0.001851852
Carex_fimbriata,2,0.06,0.01,0.006403288,0.4,0.001851852
Carex_firma,1,0.06,0.166666667,0.001504938,0.2,0.001851852
Carex_flacca,1,0.08,0.5,0.0128783,0.2,0.001851852
Carex_flava,1,0.06,0.833333333,0.014963659,0.2,0.001851852
Carex_foetida,1,0.06,0.333333333,0.004140178,0.2,0.001851852
Carex_frigida,1,0.08,0.166666667,0.007433201,0.2,0.001851852
Carex_fritschii,1,0.06,0.166666667,0.014963659,0.2,0.001851852
Carex_halleriana,2,0.06,0.01,0.004140178,0.4,0.001851852
Carex_hartmanii,4,0.06,0.01,0.032504675,0.8,0.001851852
Carex_hirta,1,0.08,0.166666667,0.01642195,0.2,0.001851852
Carex_hostiana,1,0.08,0.166666667,0.012211624,0.2,0.001851852
