species,conservation_status,growth_rate,dispersal_ability,biomass,sensitivity_disturbance,interation_pollinator
Linaria_alpina_alpina,1,0.08,0.666666667,0.001504938,0.2,0.030557771
Linaria_angustissima,2,0.08,0.666666667,0.01642195,0.4,0.034496753
Linaria_repens,2,0.08,1,0.021915951,0.4,0.030268544
Linaria_vulgaris,1,0.08,1,0.018705313,0.2,0.022969034
Linnaea_borealis,1,0.015,0.833333333,0.005073359,0.2,0.257316185
Linum_alpinum,1,0.06,0.01,0.005443613,0.2,0.007880069
Linum_austriacum,2,0.06,0.01,0.01642195,0.4,0.007880069
Linum_catharticum,1,0.08,0.833333333,0.002045563,0.2,0.006446074
Linum_tenuifolium,2,0.06,0.166666667,0.009105105,0.4,0.007880069
Liparis_loeselii,3,0.08,0.666666667,0.001504938,0.6,0.089024336
Listera_cordata,2,0.08,0.333333333,0.012211624,0.4,0.016310163
Listera_ovata,1,0.08,0.666666667,0.012211624,0.2,0.016310163
Lithospermum_officinale,2,0.06,0.166666667,0.028834322,0.4,0.003667295
Littorella_uniflora,4,0.06,0.01,0.00037319,0.8,0.0261371
Lloydia_serotina,1,0.08,0.01,0.001045317,0.2,0.042081647
Loiseleuria_procumbens,1,0.015,0.01,0.002571195,0.2,0.027777778
Lolium_perenne,1,0.06,0.833333333,0.010922753,0.2,0.11638468
Lonicera_alpigena,1,0.015,0.833333333,0.133684588,0.2,0.010459132
Lonicera_caerulea,1,0.015,0.833333333,0.073282129,0.2,0.000864304
Lonicera_etrusca,2,0.015,0.833333333,0.177842259,0.4,0.02555046
Lonicera_nigra,1,0.015,0.833333333,0.109925326,0.2,0.000864304
Lonicera_periclymenum,1,0.015,0.833333333,0.329443685,0.2,0.04806665
Lonicera_xylosteum,1,0.015,0.833333333,0.14517811,0.2,0.002517571
Lotus_alpinus,1,0.06,0.833333333,0.000510062,0.2,0.017331195
Lotus_corniculatus,1,0.06,0.833333333,0.012211624,0.2,0.063356737
Lotus_maritimus,2,0.06,1,0.006403288,0.4,0.018588531
Lotus_pedunculatus,1,0.06,0.166666667,0.020287917,0.2,0.037395902
Lotus_tenuis,2,0.06,0.166666667,0.01642195,0.4,0.016674592
Lunaria_rediviva,1,0.06,0.333333333,0.048197645,0.2,0.001507017
Luzula_alpina,1,0.06,0.333333333,0.006403288,0.2,0.506024096
Luzula_alpinopilosa,1,0.06,0.666666667,0.004990749,0.2,0.506024096
Luzula_campestris,1,0.06,0.833333333,0.004990749,0.2,0.506024096
Luzula_forsteri,2,0.06,0.333333333,0.006403288,0.4,0.506024096
Luzula_lutea,1,0.06,0.01,0.004140178,0.2,0.506024096
Luzula_luzulina,1,0.08,0.333333333,0.003364672,0.2,0.506024096
Luzula_luzuloides,1,0.06,0.333333333,0.022746245,0.2,0.506024096
Luzula_luzuloides_luzuloides,1,0.06,0.333333333,0.022746245,0.2,0.506024096
Luzula_multiflora,1,0.06,0.833333333,0.007973837,0.2,0.506024096
Luzula_nivea,1,0.06,0.01,0.036292185,0.2,0.506024096
Luzula_pilosa,1,0.06,0.333333333,0.005443613,0.2,0.506024096
Luzula_sieberi,1,0.06,0.333333333,0.015686204,0.2,0.506024096
Luzula_spicata,1,0.06,0.01,0.003742932,0.2,0.506024096
Luzula_spicata_mutabilis,1,0.06,0.01,0.003742932,0,0.506024096
Luzula_sudetica,1,0.06,0.333333333,0.004556192,0.2,0.506024096
Luzula_sylvatica,1,0.06,0.333333333,0.026168938,0.2,0.506024096
Lycopus_europaeus,1,0.08,0.333333333,0.033441232,0.2,0.062126419
Lysimachia_nemorum,1,0.06,0.01,0.005443613,0.2,0.09103129
Lysimachia_nummularia,1,0.06,0.01,0.004990749,0.2,0.113513514
Lysimachia_thyrsiflora,3,0.08,0.166666667,0.018705313,0.6,0.113513514
Lysimachia_vulgaris,1,0.06,0.5,0.07011061,0.2,0.128497082
Lythrum_hyssopifolia,5,0.23,0.01,0.007973837,1,0.01236432
Lythrum_salicaria,1,0.06,0.833333333,0.064833028,0.2,0.091228494
Maianthemum_bifolium,1,0.08,0.5,0.002045563,0.2,0.023687983
Malaxis_monophyllos,3,0.08,0.333333333,0.002665945,0.6,0.016129032
Malus_sylvestris,2,0.015,0.666666667,0.604374731,0.4,0.02489065
Malva_alcea,1,0.06,0.166666667,0.044153596,0.2,0.001966521
Malva_moschata,1,0.06,1,0.026168938,0.2,0.079707483
Malva_neglecta,1,0.08,1,0.006403288,0.2,0.004498436
Malva_sylvestris,1,0.08,1,0.045158511,0.2,0.015065452
Matricaria_chamomilla,1,0.23,1,0.007973837,0.2,0.07047656
Matthiola_valesiaca,3,0.06,0.01,0.010922753,0.6,0.001507017
Medicago_falcata,2,0.06,1,0.020287917,0.4,0.013063232
Medicago_lupulina,1,0.06,0.833333333,0.007973837,0.2,0.059034188
Medicago_minima,1,0.08,0.833333333,0.002345869,0.2,0.011707921
Medicago_sativa,1,0.06,0.5,0.027048514,0.2,0.036438256
Medicago_x_varia,1,0.06,1,0.027937071,0.2,0.030060899
Melampyrum_arvense,3,0.23,0.333333333,0.010301155,0.6,0.001161015
Melampyrum_cristatum,2,0.23,0.333333333,0.007973837,0.4,0.002765118
Melampyrum_nemorosum,4,0.23,0.333333333,0.033441232,0.8,0.002765118
Melampyrum_pratense,1,0.23,0.333333333,0.006909595,0.2,0.002842494
Melampyrum_sylvaticum,1,0.23,0.5,0.006403288,0.2,0.004291845
Melica_ciliata,1,0.06,0.333333333,0.026168938,0.2,0.072145923
Melica_nutans,1,0.06,0.333333333,0.014963659,0.2,0.072145923
Melica_uniflora,1,0.08,0.333333333,0.017170589,0.2,0.072145923
Melilotus_albus,1,0.08,1,0.06799774,0.2,0.05859252
Melilotus_altissimus,1,0.08,0.166666667,0.071167602,0.2,0.017265502
Melilotus_officinalis,1,0.08,1,0.073282129,0.2,0.016167919
Melissa_officinalis,1,0.08,0.166666667,0.034384842,0.2,0.004348909
Melittis_melissophyllum,1,0.08,0.01,0.01642195,0.2,0.009133682
Mentha_aquatica,1,0.08,1,0.027937071,0.2,0.077211515
Mentha_arvensis,1,0.08,0.01,0.0128783,0.2,0.018886337
Mentha_longifolia,1,0.08,0.666666667,0.05126911,0.2,0.059692186
Mentha_suaveolens,1,0.08,0.833333333,0.02529863,0,0.031628584
Menyanthes_trifoliata,1,0.08,0.5,0.006403288,0.2,0.014834251
Mercurialis_annua,1,0.23,1,0.008531231,0.2,0.001715266
Mercurialis_perennis,1,0.08,0.333333333,0.006909595,0.2,0.010183899
Mespilus_germanica,3,0.015,0.833333333,0.444037355,0.6,0.025326817
Meum_athamanticum,3,0.06,0.833333333,0.012211624,0.6,0.050253221
Milium_effusum,1,0.08,0.333333333,0.054367727,0.2,0.072145923
Minuartia_hybrida,1,0.23,0.166666667,0.001264931,0.2,0.166666667
Minuartia_laricifolia,1,0.08,0.666666667,0.004140178,0.2,0.166666667
Minuartia_recurva,1,0.08,0.01,0.000667772,0.2,0.166666667
Minuartia_rostrata,2,0.08,0.01,0.000667772,0.4,0.166666667
Minuartia_rubra,2,0.23,0.01,0.003742932,0.4,0.166666667
Minuartia_sedoides,1,0.08,0.01,0.004140178,0.2,0.166666667
Minuartia_verna,1,0.08,0.01,0.000846225,0.2,0.166666667
Misopates_orontium,3,0.23,0.166666667,0.011559675,0.6,0.0261371
Moehringia_ciliata,1,0.08,0.333333333,0.001264931,0.2,0.008258408
Moehringia_muscosa,1,0.08,0.333333333,0.001264931,0.2,0.008258408
Moehringia_trinervia,1,0.06,0.333333333,0.004556192,0.2,0.008258408
Molinia_arundinacea,1,0.06,0.333333333,0.134249493,0.2,0.072145923
Molinia_caerulea,1,0.06,0.166666667,0.073282129,0.2,0.072145923
Molopospermum_peloponnesiacum,2,0.06,0.166666667,0.094307331,0.4,0.001771447
Moneses_uniflora,1,0.06,0.333333333,0.000846225,0.2,0.027777778
Monotropa_hypophegea,2,0.08,0.333333333,0.006403288,0.4,0.027777778
Monotropa_hypopitys,1,0.08,0.333333333,0.006403288,0.2,0.027777778
Muscari_botryoides,3,0.08,0.01,0.003742932,0.6,0.021837033
Muscari_comosum,1,0.08,0.166666667,0.003742932,0.2,0.017343798
Muscari_neglectum,1,0.08,1,0.004140178,0,0.093685882
Muscari_racemosum,1,0.08,0.666666667,0.003742932,0,0.009113525
Mycelis_muralis,1,0.06,0.333333333,0.010922753,0.2,0.001811836
Myosotis_alpestris,1,0.06,0.01,0.003742932,0.2,0.052447809
Myosotis_arvensis,1,0.08,1,0.009695175,0.2,0.01195
Myosotis_cespitosa,3,0.23,0.833333333,0.007433201,0.6,0.017267469
Myosotis_decumbens,1,0.06,0.833333333,0.008531231,0.2,0.016497891
Myosotis_discolor,4,0.23,0.833333333,0.006403288,0.8,0.017267469
Myosotis_nemorosa,1,0.06,0.166666667,0.015686204,0.2,0.017267469
Myosotis_ramosissima,2,0.23,0.01,0.00300561,0.4,0.016404144
Myosotis_rehsteineri,4,0.06,0.01,0.000510062,0.8,0.017267469
Myosotis_scorpioides,1,0.06,0.833333333,0.014963659,0.2,0.01232185
Myosotis_stricta,2,0.08,0.333333333,0.002045563,0.4,0.017267469
Myosotis_sylvatica,1,0.08,0.166666667,0.010301155,0.2,0.015441139
Myosoton_aquaticum,1,0.06,0.01,0.014254622,0.2,0.003906946
Myricaria_germanica,3,0.015,0.666666667,0.167266328,0.6,0
Myriophyllum_spicatum,2,0.05,0.833333333,0.094307331,0.4,0
Myriophyllum_verticillatum,2,0.05,0.833333333,0.083839128,0.4,0
Myrrhis_odorata,1,0.06,1,0.064833028,0.2,0.004669126
Najas_marina,2,0.23,0.833333333,0.014963659,0.4,0
Narcissus_poeticus,1,0.08,0.01,0.009105105,0,0.006468759
Narcissus_pseudonarcissus,2,0.08,0.333333333,0.009695175,0.4,0.006395042
Narcissus_radiiflorus,2,0.08,0.333333333,0.009398133,0.4,0.006468759
Nardus_stricta,1,0.06,1,0.004140178,0.2,0.072145923
Nasturtium_officinale,1,0.05,0.01,0.01642195,0.2,0.002034416
Nepeta_cataria,4,0.06,0.166666667,0.041166236,0.8,0.023011171
Nepeta_nuda,3,0.06,0.166666667,0.053332143,0.6,0.008078362
Neslia_paniculata,4,0.23,0.166666667,0.01642195,0.8,0.001517593
Neslia_paniculata_paniculata,1,0.23,0.166666667,0.01642195,0,0.001517593
Nigella_arvensis,5,0.23,0.01,0.006403288,1,0.028678951
Nigritella_austriaca,3,0.08,0.666666667,0.019490783,0.6,0.089024336
Nigritella_rhellicani,1,0.08,0.833333333,0.019490783,0.2,0.089024336
Nigritella_rubra,2,0.08,0.333333333,0.019490783,0.4,0.089024336
Nuphar_lutea,1,0.05,0.01,0.060627428,0.2,0.002526668
Nymphaea_alba,2,0.05,0.01,0.060627428,0.4,0.007229361
Nymphoides_peltata,1,0.05,0.01,0.049218138,0.2,0.014834251
Odontites_luteus,1,0.23,0.166666667,0.008531231,0.2,0.1625
Odontites_vernus,4,0.23,0.166666667,0.007433201,0.8,0.023000579
Odontites_viscosus,3,0.23,0.166666667,0.011559675,0.6,0.1625
Odontites_vulgaris,3,0.23,0.166666667,0.006403288,0.6,0.1625
Oenanthe_aquatica,4,0.08,0.166666667,0.057488664,0.8,0.006680201
Oenanthe_lachenalii,5,0.08,1,0.057488664,1,0.002294104
Onobrychis_arenaria,2,0.06,0.833333333,0.015686204,0.4,0.020947018
Onobrychis_montana,1,0.06,0.833333333,0.003364672,0.2,0.021640665
Ononis_natrix,1,0.06,0.166666667,0.015686204,0.2,0.009345027
Ononis_pusilla,2,0.08,0.166666667,0.004140178,0.4,0.009345027
Ononis_repens,1,0.015,0.166666667,0.015323262,0.2,0.014085412
Ononis_rotundifolia,1,0.015,0.166666667,0.014963659,0.2,0.009155934
Ononis_spinosa,1,0.08,0.166666667,0.021096407,0.2,0.027285261
Onopordum_acanthium,3,0.08,0.166666667,0.094307331,0.6,0.011796854
Onosma_helvetica,4,0.08,0.166666667,0.016379093,0.8,0.031028156
Onosma_pseudoarenaria,3,0.08,0.166666667,0.049593106,0.6,0.031028156
Ophrys_apifera,3,0.08,0.666666667,0.006909595,0.6,0.002141328
Ophrys_araneola,3,0.08,0.5,0.012211624,0.6,0.002141328
Ophrys_holosericea,3,0.08,0.5,0.012211624,0.6,0.002141328
Ophrys_holosericea_elatior,3,0.08,0.5,0.012211624,0.6,0.002979827
Ophrys_insectifera,3,0.08,0.666666667,0.007433201,0.6,0.002141328
Ophrys_sphegodes,4,0.08,0.666666667,0.006909595,0.8,0.006333822
Oplismenus_undulatifolius,1,0.08,0.833333333,0.023586988,0.2,0.072145923
Orchis_coriophora,4,0.08,0.5,0.015686204,0.8,0.051587302
Orchis_mascula,1,0.08,0.666666667,0.009105105,0.2,0.012136393
Orchis_mascula_mascula,1,0.08,0.666666667,0.009105105,0,0.042002576
Orchis_militaris,2,0.08,0.666666667,0.010301155,0.4,0.023799181
Orchis_morio,3,0.08,0.666666667,0.009105105,0.6,0.020630509
Orchis_pallens,3,0.08,0.666666667,0.006403288,0.6,0.051587302
Orchis_palustris,3,0.08,0.666666667,0.015686204,0.6,0.051587302
Orchis_purpurea,3,0.08,0.666666667,0.021915951,0.6,0.05393586
Orchis_simia,3,0.08,0.666666667,0.009695175,0.6,0.051587302
Orchis_tridentata,3,0.08,0.666666667,0.009105105,0.6,0.051587302
Orchis_ustulata,2,0.08,0.666666667,0.010922753,0.4,0.051587302
Oreochloa_disticha,1,0.06,0.01,0.002665945,0.2,0.072145923
Origanum_vulgare,1,0.08,0.01,0.021915951,0.2,0.031039396
Orlaya_grandiflora,3,0.23,0.833333333,0.011559675,0.6,0.001808185
Ornithogalum_nutans,3,0.08,0.01,0.012211624,0.6,0.02472332
Ornithogalum_pyrenaicum,2,0.08,0.666666667,0.020287917,0.4,0.018146859
Ornithogalum_pyrenaicum_pyrenaicum,2,0.08,0.666666667,0.020287917,0.4,0.023097083
Ornithogalum_umbellatum,1,0.08,1,0.004140178,0.2,0.02642107
Orobanche_alba,1,0.08,0.666666667,0.012211624,0.2,0.012588681
Orobanche_arenaria,3,0.08,0.666666667,0.009105105,0.6,0.012588681
Orobanche_caryophyllacea,1,0.08,0.666666667,0.014254622,0.2,0.012588681
Orobanche_elatior,4,0.08,0.666666667,0.014963659,0.8,0.001457726
Orobanche_gracilis,3,0.08,1,0.015686204,0.6,0.029411765
Orobanche_hederae,1,0.08,0.666666667,0.006909595,0.2,0.006896552
Orobanche_lutea,4,0.08,0.666666667,0.017170589,0.8,0.012588681
Orobanche_minor,1,0.08,0.666666667,0.009695175,0.2,0.012588681
Orobanche_purpurea,3,0.08,0.666666667,0.009105105,0.6,0.012588681
Orobanche_reticulata,1,0.08,0.666666667,0.011559675,0.2,0.012588681
Orobanche_teucrii,2,0.08,0.666666667,0.005914542,0.4,0.012588681
Orthilia_secunda,1,0.06,0.166666667,0.002345869,0.2,0.069444444
Ostrya_carpinifolia,1,0.015,0.5,0.705250377,0.2,0.143848723
Oxalis_acetosella,1,0.08,0.166666667,0.001045317,0.2,0.027571054
Oxalis_corniculata,1,0.08,0.166666667,0.00300561,0.2,0.160412428
Oxyria_digyna,1,0.06,0.333333333,0.002665945,0.2,0.051958624
Oxytropis_campestris,1,0.06,1,0.004556192,0.2,0.084595279
Oxytropis_fetida,3,0.06,0.01,0.000846225,0.6,0.005122755
Oxytropis_halleri,2,0.06,0.01,0.005914542,0.4,0.005122755
Oxytropis_halleri_halleri,2,0.06,0.01,0.005914542,0.4,0.016563304
Oxytropis_helvetica,2,0.06,0.01,0.000510062,0.4,0.005122755
Oxytropis_jacquinii,1,0.06,0.166666667,0.001264931,0.2,0.005122755
Oxytropis_lapponica,1,0.06,0.01,0.000667772,0.2,0.005122755
Oxytropis_pilosa,2,0.06,0.01,0.007433201,0.4,0.005734075
Paeonia_officinalis,3,0.08,0.166666667,0.034384842,0.6,0.009267995
Papaver_argemone,3,0.23,0.01,0.006403288,0.6,0.10191558
Papaver_aurantiacum,2,0.06,1,0.001765199,0.4,0.023997401
Papaver_dubium,1,0.23,0.333333333,0.021915951,0.2,0.112822306
Papaver_dubium_dubium,2,0.23,0.333333333,0.021915951,0.4,0.065738439
Papaver_dubium_lecoqii,1,0.23,0.333333333,0.021915951,0.2,0.065738439
Papaver_rhoeas,1,0.23,0.166666667,0.021915951,0.2,0.024218469
Paradisea_liliastrum,1,0.06,0.166666667,0.023586988,0.2,0.023687983
Parietaria_judaica,1,0.06,0.833333333,0.009695175,0.2,0.089931084
Parietaria_officinalis,1,0.06,0.833333333,0.031575435,0.2,0.089931084
Paris_quadrifolia,1,0.08,0.333333333,0.004990749,0.2,0.251054853
Parnassia_palustris,1,0.06,0.166666667,0.003742932,0.2,0.250614049
Pastinaca_sativa,1,0.08,0.333333333,0.104620913,0.2,0.093224886
Pastinaca_sativa_sativa,1,0.08,0.333333333,0.104620913,0.2,0.093224886
Pedicularis_ascendens,1,0.06,0.333333333,0.005914542,0.2,0.029513889
Pedicularis_aspleniifolia,2,0.06,0.01,0.004345853,0.4,0.029513889
Pedicularis_foliosa,1,0.06,1,0.010301155,0.2,0.029513889
Pedicularis_kerneri,1,0.06,0.01,0.000667772,0.2,0.029513889
Pedicularis_oederi,1,0.06,0.01,0.001045317,0.2,0.029513889
Pedicularis_palustris,2,0.08,0.166666667,0.01642195,0.4,0.009664604
Pedicularis_recutita,1,0.06,0.166666667,0.010922753,0.2,0.029513889
Pedicularis_rostratocapitata,1,0.06,0.01,0.002665945,0.2,0.029513889
Pedicularis_rostratospicata,1,0.06,0.166666667,0.007433201,0,0.029513889
Pedicularis_rostratospicata_helvetica,1,0.06,0.166666667,0.007433201,0.2,0.026386016
Pedicularis_sylvatica,3,0.08,0.01,0.001504938,0.6,0.011828703
Pedicularis_tuberosa,1,0.06,0.01,0.00300561,0.2,0.029513889
Pedicularis_verticillata,1,0.06,0.01,0.002665945,0.2,0.029513889
Petasites_albus,1,0.08,0.333333333,0.027048514,0.2,0.001590485
Petasites_hybridus,1,0.08,0.666666667,0.019490783,0.2,0.005362291
Petasites_paradoxus,1,0.08,0.666666667,0.0128783,0.2,0.001565018
Petrocallis_pyrenaica,2,0.08,0.01,8.84E-05,0.4,0.001516856
Petrorhagia_prolifera,1,0.23,1,0.011559675,0.2,0.008130081
Petrorhagia_saxifraga,1,0.08,0.01,0.005914542,0.2,0.008130081
Peucedanum_austriacum,1,0.08,0.01,0.065887153,0.2,0.001771447
Peucedanum_carvifolia,3,0.06,0.166666667,0.094307331,0.6,0.001771447
Peucedanum_cervaria,2,0.06,0.333333333,0.044153596,0.4,0.001771447
Peucedanum_oreoselinum,1,0.06,0.333333333,0.030653781,0.2,0.001771447
Peucedanum_ostruthium,1,0.06,0.333333333,0.029739985,0.2,0.001803079
Peucedanum_palustre,2,0.08,0.166666667,0.065887153,0.4,0.006724694
Peucedanum_venetum,3,0.06,0.166666667,0.073282129,0.6,0.001771447
Peucedanum_verticillare,2,0.08,0.333333333,0.094307331,0.4,0.001771447
Phalaris_arundinacea,1,0.08,0.833333333,0.124616582,0.2,0.182163743
Phleum_alpinum,1,0.06,0.333333333,0.007973837,0.2,0.09194933
Phleum_bertolonii,1,0.06,0.833333333,0.017170589,0.2,0.09194933
Phleum_hirsutum,1,0.06,0.333333333,0.017170589,0.2,0.09194933
Phleum_phleoides,1,0.06,0.333333333,0.019490783,0.2,0.09194933
Phleum_pratense,1,0.06,0.833333333,0.028834322,0.2,0.09194933
Phleum_rhaeticum,1,0.06,0.333333333,0.005914542,0.2,0.09194933
Phragmites_australis,1,0.08,0.666666667,0.209451504,0.2,0.485179918
Phyteuma_betonicifolium,1,0.06,0.01,0.010922753,0.2,0.020845674
Phyteuma_globulariifolium,1,0.06,0.01,0.000510062,0.2,0.020845674
Phyteuma_globulariifolium_pedemontanum,1,0.06,0.01,0.000510062,0.2,0.021908607
Phyteuma_hemisphaericum,1,0.06,0.01,0.002045563,0.2,0.020781855
Phyteuma_orbiculare,1,0.06,0.833333333,0.008531231,0.2,0.026168433
Phyteuma_orbiculare_orbiculare,1,0.06,0.833333333,0.008531231,0.2,0.021908607
Phyteuma_ovatum,1,0.06,0.166666667,0.021096407,0.2,0.020845674
Phyteuma_scheuchzeri,1,0.06,0.166666667,0.014963659,0.2,0.020845674
Phyteuma_spicatum,1,0.06,0.5,0.035335246,0.2,0.023027263
Picea_abies,1,0.015,0.833333333,0.969426044,0.2,0.334722487
Picris_hieracioides,1,0.06,1,0.029739985,0.2,0.006389547
Picris_hieracioides_hieracioides,1,0.06,1,0.029739985,0.2,0.006389547
Pimpinella_major,1,0.06,1,0.05126911,0.2,0.104962808
Pimpinella_nigra,2,0.06,0.166666667,0.017931812,0.4,0.001771447
Pimpinella_saxifraga,1,0.06,1,0.017170589,0.2,0.046295747
Pinguicula_alpina,1,0.06,0.01,0.000667772,0.2,0.040790568
Pinguicula_leptoceras,1,0.06,0.666666667,0.000510062,0.2,0.023562298
Pinguicula_vulgaris,2,0.06,0.01,0.003364672,0.4,0.006334027
Pinus_cembra,1,0.015,0.833333333,0.836992856,0.2,0.02546499
Pinus_mugo,1,0.015,0.5,0.318141961,0.2,0.02546499
Pinus_mugo_mugo,1,0.015,0.5,0.444037355,0.2,0.025636965
Pinus_mugo_uncinata,1,0.015,0.5,0.493558384,0.2,0.025636965
Pinus_sylvestris,1,0.015,0.833333333,0.935022039,0.2,0.025980916
Pisum_sativum,1,0.23,0.166666667,0.061676916,0,0.005386512
Plantago_alpina,1,0.06,0.833333333,0.000667772,0.2,0.006378437
Plantago_atrata,1,0.06,0.333333333,0.002665945,0.2,0.006852744
Plantago_atrata_atrata,1,0.06,0.333333333,0.002665945,0.2,0.014109797
Plantago_lanceolata,1,0.06,1,0.004556192,0.2,0.037639155
Plantago_major,1,0.06,0.833333333,0.006909595,0.2,0.018782895
Plantago_major_intermedia,1,0.06,0.833333333,0.006909595,0.2,0.014109797
Plantago_major_major,1,0.06,0.833333333,0.006909595,0.2,0.014109797
Plantago_media,1,0.06,0.833333333,0.009695175,0.2,0.008152805
Plantago_serpentina,1,0.06,0.333333333,0.009105105,0.2,0.006852744
Platanthera_bifolia,1,0.08,0.333333333,0.009105105,0.2,0.541666667
Platanthera_chlorantha,1,0.08,0.333333333,0.010301155,0.2,0.184636544
Pleurospermum_austriacum,3,0.08,0.166666667,0.073282129,0.6,0.001771447
Poa_alpina,1,0.06,0.833333333,0.007433201,0.2,0.178949885
Poa_angustifolia,1,0.06,0.833333333,0.019490783,0.2,0.178949885
Poa_annua,1,0.06,1,0.032504675,0.2,0.178949885
Poa_badensis,3,0.06,0.01,0.004556192,0.6,0.178949885
Poa_bulbosa,1,0.06,0.833333333,0.005443613,0.2,0.178949885
Poa_cenisia,1,0.08,0.833333333,0.007973837,0.2,0.178949885
Poa_chaixii,1,0.06,0.333333333,0.055405788,0.2,0.178949885
Poa_compressa,1,0.08,0.333333333,0.014963659,0.2,0.178949885
Poa_glauca,1,0.06,0.833333333,0.007433201,0.2,0.178949885
Poa_hybrida,1,0.06,0.833333333,0.054367727,0.2,0.178949885
Poa_laxa,1,0.06,0.333333333,0.00300561,0.2,0.178949885
Poa_minor,1,0.06,0.833333333,0.001045317,0.2,0.178949885
Poa_molinerii,2,0.06,0.333333333,0.005443613,0.4,0.178949885
Poa_nemoralis,1,0.06,0.333333333,0.027048514,0.2,0.178949885
Poa_palustris,2,0.06,0.833333333,0.037255408,0.4,0.178949885
Poa_perconcinna,2,0.08,0.333333333,0.001504938,0.4,0.178949885
Poa_pratensis,1,0.06,1,0.017931812,0.2,0.005277376
Poa_remota,3,0.06,0.166666667,0.073282129,0.6,0.178949885
Poa_supina,1,0.06,1,0.032504675,0.2,0.178949885
Poa_trivialis,1,0.06,1,0.0431531,0.2,0.352622394
Poa_variegata,1,0.06,1,0.032504675,0.2,0.178949885
Polemonium_caeruleum,2,0.06,0.166666667,0.030653781,0.4,0.005507878
Polycarpon_tetraphyllum,2,0.23,0.833333333,0.001045317,0.4,0.045715669
Polycnemum_majus,4,0.23,0.833333333,0.004990749,0.8,0.003800313
Polygala_alpestris,1,0.06,0.333333333,0.001045317,0.2,0.04866562
Polygala_alpina,1,0.06,0.333333333,0.00037319,0.2,0.04866562
Polygala_amara,2,0.06,0.333333333,0.001504938,0.4,0.04866562
Polygala_amarella,1,0.06,0.333333333,0.001504938,0.2,0.076923077
Polygala_chamaebuxus,1,0.015,0.333333333,0.001773902,0.2,0.026129289
Polygala_comosa,2,0.06,0.333333333,0.003742932,0.4,0.04866562
Polygala_pedemontana,2,0.06,0.333333333,0.005914542,0.4,0.04866562
Polygala_serpyllifolia,1,0.08,0.333333333,0.00300561,0.2,0.04866562
Polygala_vulgaris,1,0.06,0.333333333,0.003364672,0.2,0.018319315
Polygala_vulgaris_oxyptera,1,0.06,0.333333333,0.003364672,0.2,0.045929489
Polygonatum_multiflorum,1,0.08,0.833333333,0.020287917,0.2,0.001754903
Polygonatum_odoratum,1,0.08,0.5,0.012211624,0.2,0.000864304
Polygonatum_verticillatum,1,0.08,0.833333333,0.021096407,0.2,0.000864304
Polygonum_alpinum,2,0.08,1,0.009105105,0.4,0.008474576
Polygonum_amphibium,1,0.05,0.5,0.052299211,0.2,0.131062629
Polygonum_arenastrum,1,0.23,0.01,0.002045563,0.2,0.008474576
Polygonum_aviculare,1,0.23,1,0.010301155,0.2,0.004951568
Polygonum_bistorta,1,0.06,1,0.009105105,0.2,0.005094921
Polygonum_hydropiper,1,0.23,0.833333333,0.009105105,0.2,0.008474576
Polygonum_lapathifolium,1,0.23,0.833333333,0.009105105,0.2,0.008474576
Polygonum_minus,2,0.23,0.833333333,0.009105105,0.4,0.008474576
Polygonum_mite,1,0.23,1,0.009105105,0.2,0.008474576
Polygonum_persicaria,1,0.23,0.833333333,0.009105105,0.2,0.008474576
Polygonum_viviparum,1,0.06,0.01,0.009105105,0.2,0.015864636
Populus_alba,1,0.015,0.666666667,0.873690278,0.2,0.391090368
Populus_nigra,1,0.015,0.666666667,0.906062487,0.2,0.280859849
Populus_nigra_nigra,1,0.015,0.666666667,0.906062487,0.2,0.268618435
Populus_tremula,1,0.015,0.666666667,0.823585307,0.2,0.133905089
Populus_x_canescens,1,0.015,0.666666667,0.778930711,0,0.268618435
Portulaca_oleracea,1,0.23,1,0.004140178,0.2,0.104761905
Potamogeton_alpinus,2,0.05,0.833333333,0.059579456,0.4,0
Potamogeton_berchtoldii,1,0.05,0.833333333,0.024437882,0.2,0
Potamogeton_coloratus,4,0.05,0.833333333,0.009695175,0.8,0
Potamogeton_crispus,1,0.05,0.833333333,0.056446156,0.2,0
Potamogeton_filiformis,3,0.05,0.833333333,0.124616582,0.6,0
Potamogeton_friesii,4,0.05,0.833333333,0.057488664,0.8,0
Potamogeton_gramineus,3,0.05,0.833333333,0.041166236,0.6,0
Potamogeton_lucens,1,0.05,0.833333333,0.161578154,0.2,0
Potamogeton_natans,1,0.05,0.833333333,0.039199716,0.2,0
Potamogeton_nodosus,3,0.05,0.833333333,0.060627428,0.6,0
Potamogeton_pectinatus,1,0.05,0.833333333,0.010922753,0.2,0
Potamogeton_perfoliatus,1,0.05,0.833333333,0.202052422,0.2,0
Potamogeton_pusillus,3,0.05,0.833333333,0.024437882,0.6,0
Potamogeton_x_decipiens,3,0.05,0.833333333,0.124616582,0.6,0
Potamogeton_x_nitens,3,0.05,0.833333333,0.124616582,0.6,0
Potentilla_alba,3,0.06,0.01,0.001765199,0.6,0.006020638
Potentilla_anserina,1,0.06,0.01,0.010922753,0.2,0.009704246
Potentilla_argentea,1,0.06,0.01,0.007433201,0.2,0.009893326
Potentilla_aurea,1,0.06,0.833333333,0.001504938,0.2,0.01679634
Potentilla_brauneana,1,0.06,0.01,0.000162272,0.2,0.006101729
